날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,관객수,누적관객수,순위,관람객평점,평론가평점
2019-04-12,187,3.0%,313,1.7%,"43,088",1.5%,11.1%,"4,793","5,675,358",12,8.45,6.86
2019-04-13,202,2.9%,324,1.7%,"44,357",1.5%,22.5%,"9,959","5,685,317",13,8.45,6.86
2019-04-14,212,3.1%,336,1.8%,"45,369",1.5%,24.3%,"11,021","5,696,338",13,8.45,6.86
2019-04-15,205,3.5%,318,2.0%,"43,672",1.7%,7.6%,"3,309","5,699,647",12,8.45,6.86
2019-04-16,213,3.6%,346,2.2%,"48,053",1.9%,8.7%,"4,202","5,703,849",9,8.45,6.86
2019-04-17,146,2.5%,241,1.5%,"36,382",1.4%,10.7%,"3,880","5,707,729",12,8.45,6.86
2019-04-18,135,2.1%,222,1.4%,"35,468",1.4%,10.8%,"3,822","5,711,551",11,8.45,6.86
2019-04-19,161,2.3%,303,1.7%,"48,806",1.8%,14.2%,"6,924","5,718,475",8,8.45,6.86
2019-04-20,202,2.7%,466,2.4%,"79,536",2.6%,23.4%,"18,607","5,737,082",4,8.45,6.86
2019-04-21,223,3.0%,521,2.8%,"89,623",3.1%,20.5%,"18,353","5,755,435",4,8.45,6.86
2019-04-22,196,3.1%,498,3.2%,"86,245",3.5%,8.2%,"7,076","5,762,511",5,8.45,6.86
2019-04-23,212,3.3%,548,3.5%,"95,026",3.9%,9.1%,"8,620","5,771,131",5,8.45,6.86
2019-04-24,55,1.1%,65,0.4%,"9,746",0.4%,15.4%,"1,497","5,772,628",7,8.45,6.86
2019-04-25,60,1.2%,72,0.5%,"10,271",0.4%,17.4%,"1,790","5,774,418",7,8.45,6.86
2019-04-26,66,1.3%,83,0.5%,"11,330",0.5%,22.3%,"2,530","5,776,948",5,8.45,6.86
2019-04-27,54,1.1%,65,0.4%,"8,873",0.3%,37.4%,"3,321","5,780,269",4,8.45,6.86
2019-04-28,54,1.1%,64,0.4%,"8,866",0.4%,33.3%,"2,948","5,783,217",4,8.45,6.86
2019-04-29,65,1.3%,88,0.6%,"11,790",0.5%,12.0%,"1,419","5,784,636",9,8.45,6.86
2019-04-30,64,1.3%,91,0.6%,"12,376",0.5%,19.4%,"2,396","5,787,032",7,8.45,6.86
2019-05-01,48,0.9%,73,0.4%,"10,313",0.4%,24.6%,"2,537","5,789,569",7,8.45,6.86
2019-05-02,58,1.2%,90,0.6%,"13,546",0.6%,10.4%,"1,409","5,790,978",10,8.45,6.86
2019-05-03,58,1.2%,86,0.5%,"11,540",0.5%,13.4%,"1,544","5,792,522",9,8.45,6.86
2019-05-04,41,0.7%,62,0.3%,"8,775",0.3%,22.5%,"1,975","5,794,497",8,8.45,6.86
2019-05-05,43,0.8%,63,0.3%,"9,522",0.3%,16.4%,"1,559","5,796,056",10,8.45,6.86
2019-05-06,46,0.8%,64,0.4%,"8,992",0.3%,14.1%,"1,265","5,797,321",10,8.45,6.86
2019-05-07,55,1.1%,89,0.6%,"13,015",0.6%,5.3%,690,"5,798,011",15,8.45,6.86
2019-05-08,38,0.8%,67,0.5%,"8,486",0.4%,5.3%,448,"5,798,459",20,8.45,6.86
2019-05-09,26,0.5%,31,0.2%,"5,167",0.2%,4.8%,246,"5,798,705",24,8.45,6.86
2019-05-10,23,0.4%,30,0.2%,"4,556",0.2%,7.2%,330,"5,799,035",19,8.45,6.86
2019-05-11,21,0.4%,27,0.1%,"4,103",0.1%,13.6%,556,"5,799,591",15,8.45,6.86
2019-05-12,20,0.3%,26,0.1%,"4,054",0.2%,9.8%,396,"5,799,987",17,8.45,6.86
2019-05-13,24,0.5%,31,0.2%,"4,855",0.2%,5.0%,241,"5,800,228",26,8.45,6.86
2019-05-14,23,0.5%,30,0.2%,"4,591",0.2%,4.9%,226,"5,800,454",25,8.45,6.86
2019-05-15,8,0.2%,10,0.1%,"1,605",0.1%,3.6%,57,"5,800,511",46,8.45,6.86
2019-05-16,6,0.1%,7,0.0%,775,0.0%,10.3%,80,"5,800,591",52,8.45,6.86
2019-05-17,4,0.1%,7,0.0%,875,0.0%,15.4%,135,"5,800,726",42,8.45,6.86
2019-05-18,5,0.1%,7,0.0%,807,0.0%,18.2%,147,"5,800,873",39,8.45,6.86
2019-05-19,5,0.1%,6,0.0%,651,0.0%,8.6%,56,"5,800,929",43,8.45,6.86
2019-05-20,5,0.1%,8,0.0%,916,0.0%,7.5%,69,"5,800,998",40,8.45,6.86
2019-05-21,5,0.1%,8,0.0%,904,0.0%,7.9%,71,"5,801,069",46,8.45,6.86
