날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,관객수,누적관객수,순위,관람객평점,평론가평점
2017-12-13,79,1.3%,114,0.7%,"17,365",0.6%,8.8%,"1,523","4,851,759",17,9.03,6.13
2017-12-14,6,0.1%,6,0.0%,578,0.0%,32.9%,190,"4,851,949",40,9.03,6.13
2017-12-15,5,0.1%,5,0.0%,576,0.0%,28.3%,163,"4,852,112",44,9.03,6.13
2017-12-16,9,0.1%,9,0.1%,"1,074",0.0%,50.7%,544,"4,852,656",23,9.03,6.13
2017-12-17,7,0.1%,8,0.0%,993,0.0%,37.0%,367,"4,853,023",23,9.03,6.13
2017-12-18,6,0.1%,6,0.0%,681,0.0%,21.4%,146,"4,853,169",38,9.03,6.13
2017-12-19,5,0.1%,5,0.0%,724,0.0%,17.7%,128,"4,853,297",49,9.03,6.13
2017-12-20,2,0.0%,2,0.0%,229,0.0%,14.8%,34,"4,853,331",58,9.03,6.13
2017-12-21,2,0.0%,2,0.0%,168,0.0%,33.9%,57,"4,853,388",64,9.03,6.13
2017-12-22,2,0.0%,2,0.0%,316,0.0%,11.1%,35,"4,853,423",62,9.03,6.13
2017-12-23,2,0.0%,2,0.0%,190,0.0%,26.8%,51,"4,853,474",53,9.03,6.13
2017-12-24,2,0.0%,2,0.0%,190,0.0%,42.1%,80,"4,853,554",46,9.03,6.13
2017-12-25,2,0.0%,2,0.0%,190,0.0%,66.3%,126,"4,853,680",32,9.03,6.13
2017-12-26,2,0.0%,2,0.0%,170,0.0%,51.8%,88,"4,853,768",44,9.03,6.13
2017-12-27,1,0.0%,1,0.0%,90,0.0%,3.3%,3,"4,853,771",86,9.03,6.13
2017-12-28,1,0.0%,1,0.0%,90,0.0%,7.8%,7,"4,853,778",85,9.03,6.13
2018-01-07,1,0.0%,1,0.0%,157,0.0%,100.0%,157,"4,853,935",31,9.03,6.13
2018-01-19,5,0.1%,7,0.0%,"1,143",0.0%,45.0%,514,"4,854,449",21,9.03,6.13
2018-01-20,10,0.2%,10,0.1%,"1,346",0.0%,54.2%,729,"4,855,178",21,9.03,6.13
2018-01-21,9,0.2%,9,0.1%,"1,313",0.0%,49.8%,654,"4,855,832",19,9.03,6.13
2018-01-26,9,0.1%,9,0.1%,"1,416",0.0%,30.0%,425,"4,856,257",25,9.03,6.13
2018-01-27,7,0.1%,7,0.0%,"1,091",0.0%,31.7%,346,"4,856,603",30,9.03,6.13
2018-01-28,11,0.2%,11,0.1%,"1,651",0.1%,33.3%,549,"4,857,152",21,9.03,6.13
